*NODE    ; Nodes
; iNO, X, Y, Z
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~20,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~37,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~38,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性3~15,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,6315.78947368421,0,NO
YES,1.57894736842105,0,NO
YES,1.57894736842105,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~39,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~21,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~26,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~40,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性3~16,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,6315.78947368421,0,NO
YES,1.57894736842105,0,NO
YES,1.57894736842105,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~41,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~27,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~22,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~42,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~43,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~23,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~28,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性1~7,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,1578.94736842105,0,NO
YES,0.394736842105263,0,NO
YES,0.394736842105263,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~29,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~44,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~24,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~30,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~31,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性1~8,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,1578.94736842105,0,NO
YES,0.394736842105263,0,NO
YES,0.394736842105263,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~32,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性1~9,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,1578.94736842105,0,NO
YES,0.394736842105263,0,NO
YES,0.394736842105263,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~33,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~25,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~45,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性3~17,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,6315.78947368421,0,NO
YES,1.57894736842105,0,NO
YES,1.57894736842105,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~46,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~26,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~34,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~47,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性3~18,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,6315.78947368421,0,NO
YES,1.57894736842105,0,NO
YES,1.57894736842105,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~48,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~27,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~35,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~49,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性3~19,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,6315.78947368421,0,NO
YES,1.57894736842105,0,NO
YES,1.57894736842105,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~50,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~28,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~36,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~51,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~29,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~37,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性1~10,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,1578.94736842105,0,NO
YES,0.394736842105263,0,NO
YES,0.394736842105263,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~38,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性4~39,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,8421.05263157895,0,NO
YES,2.10526315789474,0,NO
YES,2.10526315789474,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~30,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~52,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性3~20,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,6315.78947368421,0,NO
YES,1.57894736842105,0,NO
YES,1.57894736842105,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~53,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~54,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性3~21,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,6315.78947368421,0,NO
YES,1.57894736842105,0,NO
YES,1.57894736842105,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~55,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~56,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性3~22,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,6315.78947368421,0,NO
YES,1.57894736842105,0,NO
YES,1.57894736842105,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~57,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性5~58,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,16842.1052631579,0,NO
YES,4.21052631578947,0,NO
YES,4.21052631578947,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ばね特性2~31,ELEMENT,SPG,0, 0.5, NO,0, 0.5, NO,0.5, 0.5, 0,0,
YES,3157.89473684211,0,NO
YES,0.789473684210527,0,NO
YES,0.789473684210527,0,NO
NO, 0, 0, NO
NO, 0, 0, NO
NO, 0, 0, NO
